chromosome	chromosome_start	chromosome_end	entrez_gene_id	snps_hh550	snps_ho1	snps_affy500	snps_exac	snps_kg3
chr18	21178890	21242851	147463	17	26	10	0	120
chr18	21269562	21535030	3909	33	57	48	17	414
chr18	21572737	21715573	125488	45	55	28	1	430
chr18	21718942	21741564	26256	8	17	4	3	99
chr18	21742008	21977823	114876	58	80	49	10	519
chr18	22006580	22033499	55364	11	18	6	4	144
chr18	22040593	22059921	59340	15	29	11	2	88
chr18	22641888	22932214	25925	68	93	33	1	626
chr18	23596219	23670611	6760	7	13	6	0	176
chr18	23713816	23773319	143471	8	15	8	0	170
chr18	23806409	23971642	6875	22	27	20	8	340
chr18	24034874	24209206	284252	73	95	52	3	421
chr18	24432002	24445749	361	18	24	7	2	79
chr18	24486446	24765289	83539	69	278	65	0	766
chr18	25530930	25757410	1000	71	105	43	3	422
chr18	28570052	28622781	1825	38	55	33	8	191
chr18	28645940	28682388	1824	18	22	4	3	75
chr18	28709199	28742819	1823	15	28	12	15	207
chr18	28898052	28936992	1828	21	40	13	12	270
chr18	28956740	28993880	147409	7	19	17	10	111
chr18	29027758	29058665	1830	17	28	13	5	152
chr18	29078027	29128813	1829	25	36	19	8	203
chr18	29171689	29178984	7276	6	10	6	2	52
chr18	29202209	29264686	9331	16	26	16	0	141
chr18	29339659	29340843	147407	4	10	4	0	52
chr18	29409136	29523091	22878	16	23	14	14	235
chr18	29598335	29653176	54941	15	19	5	3	166
chr18	29671828	29711524	51444	12	18	12	1	99
chr18	29769987	29800364	4225	21	33	10	8	117
chr18	29843506	30050447	64762	50	74	60	4	533
chr18	30252634	30352974	57565	26	34	39	3	267
chr18	30517367	31020685	374864	45	64	64	4	891
chr18	31158541	31327377	80816	38	64	45	4	355
chr18	31431064	31803515	8715	68	82	31	2	453
chr18	32073254	32471808	1837	73	105	87	6	746
chr18	32556892	32725381	10982	46	60	37	1	344
chr18	32820998	32838325	84307	5	14	3	3	48
chr18	32832819	32870172	100101467	8	21	5	3	84
chr18	32912176	32924420	7572	3	12	2	1	56
chr18	32946661	32957301	252884	6	13	8	0	68
chr18	33034786	33077955	125476	16	24	10	4	105
chr18	33161003	33291798	2589	22	29	28	2	324
chr18	33552046	33559241	83608	2	10	2	1	29
chr18	33569787	33647539	55197	6	21	7	1	120
chr18	33688495	33709357	25800	9	19	12	5	96
chr18	33709864	33757909	55250	15	24	21	12	150
chr18	33767482	33852120	55034	35	39	18	9	306
chr18	33877702	34360018	80206	190	223	143	11	1200
chr18	34376035	34409158	25941	11	23	8	3	85
chr18	34409080	34805287	57536	38	49	40	6	698
chr18	34823010	35146000	56853	115	139	68	1	746
chr18	39535171	39667794	5289	10	19	21	2	218
chr18	40323192	40695657	6014	80	112	66	3	804
chr18	40847859	40857615	6860	3	8	2	1	43
chr18	42260138	42648475	26040	108	120	83	6	614
chr18	43194766	43263072	8170	38	50	43	10	248
chr18	43304092	43332485	6563	26	46	36	9	208
chr18	43405545	43422521	284266	6	26	5	5	75
chr18	43427574	43547240	57724	20	41	14	13	291
chr18	43563502	43652238	9050	26	29	13	8	286
chr18	43664110	43684300	498	6	9	5	6	135
chr18	43684298	43708299	115106	5	13	1	4	120
chr18	43753988	43846954	147339	7	21	12	0	154
chr18	43914187	44040783	494470	40	54	25	1	286
chr18	44056935	44236937	125336	82	94	54	11	500
chr18	44259081	44337132	29906	43	44	27	1	295
chr18	44392060	44497466	9063	10	19	6	0	150
chr18	44526787	44627658	83473	19	25	13	15	177
chr18	44558943	44561992	51224	2	6	1	7	30
chr18	44633782	44676871	84064	7	14	4	2	117
chr18	44681413	44702745	51124	7	15	4	0	86
chr18	45357922	45457515	4087	9	28	20	0	170
chr18	45553748	45567494	201501	13	18	8	3	91
chr18	46065417	46389588	9811	138	167	81	4	910
chr18	46446223	46477081	4092	19	23	5	2	136
chr18	46570172	46987079	54808	59	57	45	1	957
chr18	47008030	47013601	497661	4	18	6	2	75
chr18	47014858	47018906	6139	6	9	8	2	72
chr18	47088427	47119278	9388	19	24	3	4	141
chr18	47309869	47340273	10449	7	9	5	2	106
chr18	47349101	47721384	4645	134	195	147	23	1247
chr18	47753563	47792865	220136	11	22	8	9	108
chr18	47795211	47808144	4152	7	18	3	12	44
chr18	47808713	47814692	30827	8	16	4	11	43
chr18	47901365	47920543	220134	11	22	12	3	168
chr18	48086484	48258196	5596	75	92	55	2	393
chr18	48321491	48351754	83876	24	37	23	7	174
chr18	48405419	48474691	4200	11	20	12	2	125
chr18	48494386	48514491	55520	4	12	5	0	36
chr18	48556583	48611415	4089	5	14	7	1	59
chr18	48700920	48723690	51320	5	12	5	1	71
chr18	49867158	51062269	1630	284	358	304	14	3842
chr18	51677971	51751158	8932	14	23	15	0	135
chr18	51795849	51824602	11201	9	14	15	3	133
chr18	51850964	51880943	147323	3	18	3	7	139
chr18	51884955	51908404	162681	5	20	3	7	155
chr18	52258390	52266724	284254	5	12	1	2	45
chr18	52495708	52562747	5874	21	28	30	1	181
chr18	52568740	52626739	80323	17	16	10	1	150
chr18	52889562	53303185	6925	71	93	69	5	446
chr18	54264439	54305920	9352	9	17	7	2	118
chr18	54318616	54698828	23335	76	113	83	7	880
chr18	55019721	55036162	51046	9	28	8	7	68
chr18	55102917	55158530	9480	24	66	42	3	261
chr18	55215515	55254004	2235	23	34	12	5	156
chr18	55267896	55289177	4677	9	14	3	2	120
chr18	55313658	55399039	5205	29	39	25	11	295
chr18	55711619	56068772	23327	128	165	98	3	1091
chr18	56148479	56296189	115701	73	90	26	32	580
chr18	56338618	56421130	10892	18	26	8	2	255
chr18	56529832	56653712	55205	32	41	24	2	305
chr18	56807087	56826068	90701	19	25	12	3	141
chr18	56887400	56898003	2922	11	17	11	1	63
chr18	56934267	56940625	30062	9	14	10	2	100
chr18	56962634	56985881	339302	15	29	14	1	121
chr18	56995055	57026503	3998	10	18	5	8	132
chr18	57101149	57364574	147372	105	133	103	4	1019
chr18	57567180	57571538	5366	10	13	9	2	49
chr18	58038564	58040001	4160	2	12	4	0	28
chr18	59157775	59223006	28316	26	37	8	5	168
chr18	59475296	59560992	220441	24	33	12	1	271
chr18	59711460	59854289	23556	18	41	26	19	552
chr18	59854507	59974355	57614	19	39	23	9	369
chr18	59992520	60054899	8792	38	46	17	6	291
chr18	60190658	60245793	54877	19	25	17	8	153
chr18	60382734	60647666	23239	42	48	26	3	261
chr18	60790579	60987361	596	72	111	46	1	410
chr18	60994971	61034743	2531	12	20	8	3	99
chr18	61056423	61089693	9525	15	19	9	2	94
chr18	61143994	61172318	5268	25	40	33	7	253
chr18	61223393	61234244	89777	5	9	3	0	92
chr18	61254223	61271873	5275	12	14	7	6	103
chr18	61304493	61311560	6318	2	7	1	2	56
chr18	61322431	61329197	6317	4	10	3	5	71
chr18	61420169	61472604	8710	16	32	17	6	172
chr18	61538926	61571124	5055	5	29	17	8	187
chr18	61637159	61672278	5271	17	29	13	4	115
chr18	63417488	63552376	1005	28	65	56	6	458
chr18	64168320	64271371	28513	17	38	16	3	252
chr18	65173819	65184217	92126	10	18	4	1	61
chr18	66340927	66382362	54495	7	28	17	2	155
chr18	66382491	66722426	79839	92	132	88	6	1038
chr18	67068291	67515825	220164	178	216	115	2	1484
chr18	67528097	67624160	10666	35	50	23	3	271
chr18	67671045	67872962	25914	25	37	25	6	341
chr18	67956168	67997436	9306	16	26	15	4	163
chr18	70203915	70211774	147381	10	13	4	3	89
chr18	70409671	70535184	81832	62	73	61	1	529
chr18	71740588	71815100	201456	11	31	17	3	309
chr18	71815746	71826197	29090	10	20	10	2	126
chr18	71920531	71959251	1528	16	35	23	3	261
chr18	72102963	72125179	125704	20	27	13	2	123
chr18	72163443	72188363	55748	17	28	11	9	123
chr18	72201675	72252261	84735	27	36	21	6	203
chr18	72342919	72777628	55628	85	120	74	8	767
chr18	72907063	72921303	284273	8	20	20	1	99
chr18	72922752	73001905	10194	31	45	31	7	196
chr18	73121431	73139658	284274	7	17	9	0	101
chr18	74071619	74207146	9658	47	75	37	2	320
chr18	74536116	74682680	7776	24	48	33	8	265
chr18	74690783	74845639	4155	78	127	38	6	704
chr18	74962505	74980858	2587	15	18	4	2	150
chr18	76740275	76757397	27164	8	10	4	7	51
chr18	76829397	77138278	374868	46	69	45	14	794
chr18	77155772	77289325	4772	51	63	8	16	580
chr18	77439801	77514510	9150	13	25	17	10	347
chr18	77623668	77659816	26251	9	17	5	3	197
chr18	77662420	77711664	80148	11	18	4	4	189
chr18	77724582	77730820	440498	5	11	8	5	60
chr18	77732869	77748532	10907	4	14	8	5	76
chr18	77794358	77810651	79863	7	13	13	4	136
chr18	77866915	77898226	22850	9	22	11	5	136
chr18	77915115	78005429	84552	17	34	21	3	258
chr19	107146	111696	81099	0	0	0	0	0
chr19	281048	291435	8612	8	22	3	4	95
chr19	305575	344791	54531	9	25	6	9	286
chr19	362059	376009	51298	10	24	3	9	185
chr19	405443	409170	126567	10	19	2	1	147
chr19	416587	460996	25759	13	26	5	10	335
chr19	463344	474983	284451	3	11	1	6	202
chr19	496454	505340	8174	5	15	1	6	168
chr19	507497	519653	91978	6	15	1	5	155
chr19	531733	542084	997	7	16	2	9	186
chr19	544027	549919	3004	10	18	3	8	167
chr19	571325	583492	682	2	27	3	17	229
chr19	589893	617157	610	6	34	1	41	307
chr19	617223	633568	5442	4	24	2	32	194
chr19	639895	643703	27006	5	12	1	8	121
chr19	647530	663227	55658	10	19	1	4	141
chr19	676389	683392	10272	5	12	1	5	115
chr19	685548	695483	400668	3	13	0	6	151
chr19	708953	748328	5064	16	22	1	14	269
chr19	751133	764318	126353	15	16	1	6	134
chr19	797392	812327	5725	6	11	0	16	140
chr19	812518	821952	79948	6	13	0	18	128
chr19	825097	832017	566	5	14	0	7	189
chr19	840985	848175	5657	4	9	0	6	152
chr19	852291	856242	1991	6	13	1	5	81
chr19	859665	863606	1675	7	14	1	12	95
chr19	867964	893218	10025	10	26	5	20	172
chr19	896503	913225	91300	4	19	2	9	115
chr19	917342	921014	84634	4	12	0	7	72
chr19	926037	972781	1820	9	31	4	9	260
chr19	984328	994569	57418	4	16	1	24	193
chr19	1000437	1009721	116444	7	17	0	45	175
chr19	1009650	1021141	91304	6	18	0	39	167
chr19	1026298	1039060	1265	7	21	1	34	156
chr19	1040102	1065568	10347	11	35	1	61	213
chr19	1066025	1086627	23526	12	27	0	24	174
chr19	1086578	1095391	5434	6	18	3	9	142
chr19	1107634	1174282	22904	11	29	7	24	264
chr19	1205798	1228434	6794	2	12	0	6	93
chr19	1229178	1237990	255057	2	12	0	4	76
chr19	1241749	1244823	513	3	10	0	3	51
chr19	1248552	1259139	90007	4	13	0	3	53
chr19	1269267	1273171	1153	2	12	0	4	22
chr19	1285892	1378430	84939	19	44	4	9	255
chr19	1286168	1299944	1943	3	14	0	2	45
chr19	1383883	1395587	374291	5	15	2	10	89
chr19	1397089	1401552	2593	3	15	0	10	71
chr19	1407584	1435683	26528	3	17	1	3	65
chr19	1438363	1440492	6209	2	8	0	0	19
chr19	1450148	1473243	10297	5	27	0	3	82
chr19	1473203	1479228	148223	4	18	0	5	38
chr19	1481427	1490407	54760	5	20	0	10	69
chr19	1491023	1497926	92840	4	16	0	11	68
chr19	1505023	1513019	339366	3	16	1	7	125
chr19	1554671	1568057	399664	3	6	0	1	49
chr19	1576678	1592710	53615	4	7	1	0	41
chr19	1597180	1605431	10975	1	9	0	1	34
chr19	1609293	1652326	6929	4	15	0	9	111
chr19	1753662	1775444	390874	7	16	4	5	135
chr19	1782076	1812270	148229	12	23	3	19	150
chr19	1815245	1848452	57455	11	18	1	12	114
chr19	1852398	1863564	83855	4	9	1	2	72
chr19	1905371	1926012	113178	10	19	5	8	126
chr19	1905417	1913444	113179	5	14	3	7	84
chr19	1941161	1981309	1455	8	24	5	8	185
chr19	1985447	2015702	55643	6	21	3	7	179
chr19	2037481	2051243	2872	8	11	2	1	69
chr19	2071037	2096304	126308	11	19	0	8	83
chr19	2084101	2099592	113177	8	12	1	9	72
chr19	2100993	2151556	8943	12	17	3	26	231
chr19	2164148	2232577	84444	14	26	5	6	182
chr19	2233155	2236319	55111	3	11	2	4	41
chr19	2236816	2248677	8175	3	19	2	9	67
chr19	2249113	2252072	268	3	16	2	9	61
chr19	2252252	2255346	126306	3	13	1	9	52
chr19	2269598	2273107	4946	3	15	1	3	91
chr19	2274631	2282181	374872	3	17	2	5	101
chr19	2289774	2308156	645191	4	16	1	3	111
chr19	2321522	2328614	51690	5	13	1	3	100
chr19	2328629	2353207	56928	7	21	1	15	180
chr19	2389784	2426086	360200	12	31	3	22	286
chr19	2425630	2427875	26517	3	10	0	10	76
chr19	2428164	2456994	84823	5	17	1	11	164
chr19	2476135	2478257	4616	8	8	0	2	110
chr19	2511218	2702746	2788	40	64	15	3	875
chr19	2714566	2721390	148252	3	8	2	2	134
chr19	2732525	2740074	29985	3	11	1	3	84
chr19	2754712	2783354	6449	10	27	2	4	123
chr19	2785506	2813588	7064	5	14	1	4	118
chr19	2819872	2836733	115196	9	18	5	7	150
chr19	2841473	2857682	148254	14	18	6	8	141
chr19	2867333	2878501	80032	6	11	4	1	123
chr19	2896754	2944969	58492	17	29	12	15	310
chr19	2900896	2918465	126295	7	14	8	10	197
chr19	2977444	2995182	79816	7	17	4	9	133
chr19	2997637	3045786	7089	15	33	6	14	269
chr19	3052908	3062964	166	6	11	1	4	102
chr19	3094408	3121452	2767	13	17	6	6	213
chr19	3136191	3163766	2769	11	19	6	6	278
chr19	3178766	3180329	8698	3	9	1	2	114
chr19	3185875	3209572	56926	11	27	2	11	186
chr19	3224701	3297071	60680	23	27	2	4	328
chr19	3359616	3463603	4782	17	39	8	7	395
chr19	3474405	3480540	284422	1	13	2	1	57
chr19	3490820	3500938	83475	2	12	2	0	92
chr19	3497813	3772221	84839	55	134	14	67	825
chr19	3506295	3538325	51343	10	25	0	9	151
chr19	3538263	3557571	126321	10	23	2	9	133
chr19	3539155	3544028	100128569	7	20	0	9	79
chr19	3572775	3579086	10362	6	11	0	3	66
chr19	3585569	3590434	126326	8	16	0	11	90
chr19	3594504	3606658	6915	8	23	0	21	116
chr19	3610626	3626813	58509	6	26	1	14	118
chr19	3630182	3700445	23396	12	28	7	14	214
chr19	3721735	3750807	27134	12	23	4	16	144
chr19	3750771	3761673	9546	11	20	5	11	87
chr19	3762665	3767562	116541	7	17	2	7	65
chr19	3777968	3801810	4145	10	24	0	7	126
chr19	3804022	3869027	23217	21	27	5	12	254
chr19	3880618	3928076	85300	12	19	3	3	184
chr19	3933101	3942412	27231	6	13	0	3	54
chr19	3958452	3969826	1613	5	15	0	5	71
chr19	3976055	3985461	1938	6	15	1	7	57
chr19	4007748	4039383	51588	5	16	4	10	184
chr19	4045217	4066816	51341	3	13	3	3	104
chr19	4090319	4124126	5605	9	18	0	5	148
chr19	4153629	4173050	84699	10	16	5	5	130
chr19	4174106	4182596	51548	8	13	2	5	76
chr19	4186267	4224811	170961	13	20	2	26	228
chr19	4229495	4237515	10148	3	8	1	8	115
chr19	4247108	4269083	55702	5	10	3	5	124
chr19	4278598	4290721	56961	6	13	2	13	123
chr19	4292237	4302428	126259	7	17	3	14	121
chr19	4304668	4323833	79187	9	19	2	13	97
chr19	4324041	4338847	55620	9	16	1	10	92
chr19	4343556	4360074	84954	8	19	0	10	98
chr19	4360370	4400496	6455	5	15	6	8	93
chr19	4402660	4443394	10036	7	17	6	8	106
chr19	4445009	4457694	80700	4	14	0	8	92
chr19	4472255	4502213	84717	11	26	2	19	206
chr19	4502192	4517716	729359	7	20	2	27	144
chr19	4522546	4535208	440503	5	18	2	11	115
chr19	4537227	4540036	116844	4	15	1	5	68
chr19	4542600	4558507	10501	11	20	2	6	104
chr19	4639530	4653952	126282	8	13	2	3	96
chr19	4657566	4670415	56005	7	12	5	5	132
chr19	4675238	4723875	91039	9	20	5	8	164
chr19	4815939	4831737	148022	6	15	4	3	123
chr19	4838346	4867676	10226	17	25	4	8	201
chr19	4890449	4902879	645432	6	11	5	4	106
chr19	4909510	4962162	29128	14	27	9	14	179
chr19	4969124	5153606	23030	40	60	14	9	484
chr19	5205519	5340814	5802	33	54	15	22	461
chr19	5455426	5456867	148066	12	14	3	10	58
chr19	5587011	5622938	9667	11	19	4	3	56
chr19	5623150	5668477	6294	7	16	6	1	59
chr19	5678433	5680911	125988	2	8	0	1	23
chr19	5681035	5688532	374875	3	15	0	4	28
chr19	5690272	5691674	25873	2	13	0	4	24
chr19	5691845	5720176	9361	5	25	1	6	63
chr19	5720688	5778745	257062	6	22	3	18	181
chr19	5782971	5784776	163154	2	13	2	12	69
chr19	5785151	5791194	56931	4	16	2	12	78
chr19	5823818	5828334	4902	6	12	3	7	98
chr19	5830637	5839742	2528	8	23	6	12	105
chr19	5842900	5851485	2525	6	20	4	5	103
chr19	5865837	5867752	2527	6	5	1	8	80
chr19	5891287	5904025	126328	5	13	0	6	109
chr19	5904885	5910864	400673	3	13	0	6	64
chr19	5911386	5916219	828	2	11	1	7	47
chr19	5916154	5978320	8498	9	21	12	3	95
chr19	5993175	6110664	5990	20	29	13	3	225
chr19	6135710	6193112	81616	9	26	14	7	267
chr19	6212966	6279959	4298	15	25	15	2	226
chr19	6306510	6333640	125981	9	13	1	3	181
chr19	6361463	6368915	8192	3	18	1	4	89
chr19	6372444	6375040	84266	3	20	1	7	51
chr19	6375305	6375860	5623	2	16	0	7	44
chr19	6379580	6393291	2962	6	19	1	8	70
chr19	6413121	6424822	8570	4	13	1	7	49
chr19	6426050	6433790	284427	2	9	0	7	42
chr19	6436093	6459781	79085	5	16	0	14	89
chr19	6464260	6467225	92359	6	12	0	9	60
chr19	6467219	6481798	79958	8	14	1	8	84
chr19	6494331	6502330	10382	4	12	1	2	52
chr19	6531010	6535939	8744	4	11	0	1	61
chr19	6583311	6591163	970	10	14	1	2	116
chr19	6664568	6670599	8740	5	19	3	5	67
chr19	6729925	6737633	56927	7	11	3	11	67
chr19	6739691	6751537	9322	9	15	3	20	91
chr19	6752211	6767599	10045	9	15	4	13	92
chr19	6772722	6857371	7409	32	47	10	11	329
chr19	6887582	6940463	2015	27	41	24	18	386
chr19	7018982	7021443	729458	0	4	1	6	58
chr19	7030588	7033053	284428	0	1	0	2	33
chr19	7037759	7040155	653656	0	1	0	2	33
chr19	7056220	7058651	653657	2	2	0	4	40
chr19	7069471	7087979	79230	8	17	6	2	106
chr19	7112266	7294011	3643	57	91	36	16	838
chr19	7459999	7537370	23370	18	40	13	20	453
chr19	7541761	7553905	92960	5	14	3	11	123
chr19	7557862	7573336	374877	7	18	2	10	106
chr19	7581004	7585912	140467	3	14	1	11	41
chr19	7587514	7598868	57192	6	14	1	8	46
chr19	7599043	7626652	10908	14	21	8	20	220
chr19	7660788	7683194	57662	7	22	5	8	101
chr19	7684412	7694439	56949	6	24	7	12	85
chr19	7696509	7698636	126006	4	16	7	10	57
chr19	7701991	7712758	6813	3	14	4	14	86
chr19	7733972	7735340	56729	2	11	2	6	58
chr19	7741514	7744708	199675	2	11	1	8	105
chr19	7745707	7747748	126003	2	9	1	14	159
chr19	7753663	7766997	2208	14	28	3	18	247
chr19	7793844	7797057	339390	4	14	4	5	109
chr19	7804879	7812464	30835	8	23	8	8	106
chr19	7828035	7834490	10332	11	18	5	6	123
chr19	7895243	7929861	115704	8	13	2	8	139
chr19	7953390	7966906	80131	3	17	1	8	90
chr19	7968728	7979363	5609	3	19	0	9	68
chr19	7985229	7998843	6618	2	20	1	18	88
chr19	7989372	7991051	404217	1	13	1	15	59
chr19	7991604	8008538	10469	3	19	1	16	99
chr19	8023458	8070529	1994	12	19	2	3	99
chr19	8117651	8127534	6370	15	22	2	9	119
chr19	8130287	8212650	84467	38	62	15	65	480
chr19	8274228	8327305	79603	21	38	6	10	275
chr19	8367011	8373239	51293	4	17	1	10	106
chr19	8376234	8386280	4701	9	23	2	21	139
chr19	8386384	8387376	6234	6	10	2	11	87
chr19	8387469	8408146	256949	7	18	2	24	188
chr19	8429011	8439257	51129	3	7	0	2	62
chr19	8455205	8469313	9230	6	10	3	2	92
chr19	8478187	8503895	51257	7	13	1	5	110
chr19	8509651	8553885	4670	10	21	10	5	135
chr19	8554941	8567522	84106	7	15	4	14	97
chr19	8575575	8579032	84330	6	16	3	14	108
chr19	8585689	8642461	4542	10	23	7	23	204
chr19	8645126	8673183	81794	3	15	0	6	104
chr19	8807751	8809172	284382	5	11	2	4	60
chr19	8841316	8842371	284383	3	8	5	1	43
chr19	8920382	8942935	148156	11	20	8	0	96
chr19	8953332	8953995	85509	4	12	3	4	41
chr19	9203855	9204889	125963	4	10	4	5	75
chr19	9212945	9213982	390882	5	10	0	5	92
chr19	9225274	9226439	125962	8	17	1	5	132
chr19	9236688	9237626	390883	6	13	3	3	137
chr19	9251073	9274089	57693	13	27	7	6	237
chr19	9296279	9299493	162998	4	10	4	2	83
chr19	9324575	9325513	125958	5	11	2	3	64
chr19	9361606	9362820	26648	5	6	0	3	73
chr19	9404951	9415795	374879	4	8	3	3	56
chr19	9434873	9454519	84527	3	13	1	4	85
chr19	9473696	9492864	7730	4	11	9	3	67
chr19	9523272	9546234	10781	3	15	11	1	139
chr19	9577009	9609279	147741	7	11	9	1	193
chr19	9638683	9649303	79088	1	4	6	2	132
chr19	9676292	9695209	7675	1	7	1	1	84
chr19	9715356	9732075	93134	3	7	0	2	70
chr19	9759363	9785776	54811	1	7	1	0	87
chr19	9868151	9879410	162993	3	7	2	2	61
chr19	9920947	9929731	54850	2	10	0	2	27
chr19	9938568	9940797	59286	0	9	0	1	32
chr19	9945999	9960358	5300	3	13	1	5	56
chr19	9964438	10047228	93145	16	25	9	6	278
chr19	10070237	10121147	50509	17	35	6	51	345
chr19	10123925	10132954	50700	11	18	3	9	143
chr19	10196806	10203927	55337	4	6	1	1	32
chr19	10203015	10213472	83854	6	10	1	6	42
chr19	10225690	10230599	8666	4	12	1	11	48
chr19	10244023	10305755	1786	6	14	4	8	118
chr19	10332109	10341948	9294	6	10	0	1	64
chr19	10362640	10370736	51073	5	7	2	4	51
chr19	10381517	10397291	3383	8	14	1	9	69
chr19	10397650	10399198	3386	7	13	1	8	49
chr19	10400655	10407452	7087	8	15	2	9	58
chr19	10415479	10420556	100125288	3	12	2	8	61
chr19	10416103	10426691	112812	5	13	2	10	72
chr19	10426895	10444314	125950	12	23	3	19	88
chr19	10444454	10450345	3385	10	14	2	11	55
chr19	10461205	10489184	7297	10	21	4	17	87
chr19	10501809	10514271	11140	2	7	4	0	51
chr19	10527619	10580305	5141	7	14	4	2	111
chr19	10596796	10614054	9817	6	13	2	3	91
chr19	10623622	10628127	53637	4	8	1	2	66
chr19	10654593	10664093	84971	9	17	5	13	79
chr19	10663761	10676713	65095	11	25	4	19	82
chr19	10677139	10679655	1032	10	18	0	16	67
chr19	10683347	10697991	10053	5	17	1	12	97
chr19	10736229	10755232	57153	5	14	5	8	81
chr19	10764937	10803093	3609	2	14	8	1	56
chr19	10812112	10824040	81890	4	10	3	2	31
chr19	10824143	10942579	1785	17	35	8	6	262
chr19	10943115	10946983	11018	2	10	0	2	31
chr19	10959106	10980360	255809	6	7	0	2	48
chr19	10982253	11033448	10498	4	15	2	2	78
chr19	11033444	11039357	78992	0	6	1	2	39
chr19	11039424	11040914	90580	0	5	1	2	36
chr19	11071598	11172958	6597	18	26	16	11	201
chr19	11200057	11244506	3949	12	30	6	17	225
chr19	11256170	11266484	147841	14	15	1	5	117
chr19	11274943	11308224	25959	15	26	3	10	178
chr19	11309973	11373157	57572	24	43	6	27	202
chr19	11348126	11352618	55908	9	15	0	10	41
chr19	11406824	11437672	26526	12	30	6	4	140
chr19	11435094	11450321	9545	4	18	4	1	79
chr19	11453452	11456981	374882	1	10	1	2	35
chr19	11455357	11465619	126075	3	13	1	4	42
chr19	11466107	11476372	64748	3	13	3	4	31
chr19	11485383	11487627	126074	0	7	3	0	19
chr19	11488475	11495019	2057	2	11	5	0	25
chr19	11495232	11530006	57139	4	21	4	7	105
chr19	11531273	11545980	115948	3	11	0	4	58
chr19	11546269	11561783	5589	5	16	1	5	70
chr19	11562143	11591803	1995	5	17	5	5	115
chr19	11594246	11616654	115950	5	19	6	4	90
chr19	11616745	11639987	51295	3	16	2	4	76
chr19	11649579	11661138	1264	3	13	2	1	62
chr19	11663858	11670051	84337	3	13	2	0	65
chr19	11685477	11689801	54	6	7	2	3	75
chr19	11708235	11729974	199692	7	15	4	3	137
chr19	11832135	11849824	55552	8	11	4	0	105
chr19	11877815	11894893	126068	5	14	7	3	141
chr19	11908482	11920437	126069	2	10	3	0	59
chr19	11925099	11946016	126070	5	16	7	8	100
chr19	11959576	11980306	90594	7	15	8	1	80
chr19	11998599	12025144	7620	6	11	4	2	100
chr19	12035900	12061588	90592	1	9	7	1	91
chr19	12075869	12090390	284390	6	11	3	1	94
chr19	12125532	12146556	163059	2	8	0	1	72
chr19	12154620	12167127	729747	3	10	0	1	68
chr19	12175528	12192380	284391	4	8	3	7	76
chr19	12241300	12251222	7568	3	10	4	4	38
chr19	12242932	12267546	90589	5	16	5	4	61
chr19	12273879	12300064	7695	7	11	4	1	61
chr19	12428291	12444534	147837	3	10	3	1	107
chr19	12460185	12476719	79973	4	9	0	0	119
chr19	12490003	12512088	90576	9	16	2	11	83
chr19	12540521	12551926	10224	3	11	4	13	267
chr19	12688775	12750912	57474	4	26	3	7	152
chr19	12721732	12742735	163049	2	14	1	3	86
chr19	12757325	12777556	4125	4	15	0	7	49
chr19	12777628	12786645	84292	4	13	1	6	30
chr19	12778881	12780465	51398	3	11	0	5	22
chr19	12786537	12792682	1725	1	8	1	2	28
chr19	12799731	12807457	84261	4	14	2	3	47
chr19	12810008	12834810	30000	4	17	3	3	73
chr19	12841455	12845529	79002	1	6	1	0	6
chr19	12848306	12859137	439	2	12	3	1	8
chr19	12863407	12869269	54831	1	10	2	2	15
chr19	12873817	12886434	29911	0	9	0	1	27
chr19	12902310	12904124	3726	1	13	0	0	31
chr19	12907634	12912694	7001	2	17	1	0	56
chr19	12917428	12924462	10535	3	14	1	0	81
chr19	12936297	12946230	83546	4	13	4	2	56
chr19	12949348	12985765	22983	5	23	7	6	85
chr19	12986023	12992335	1777	1	9	2	3	32
chr19	12995236	12998017	10661	2	9	2	4	33
chr19	13001974	13010782	2639	3	9	3	5	41
chr19	13009600	13030076	256126	5	12	2	8	59
chr19	13033284	13044558	2193	5	11	1	5	45
chr19	13049414	13055304	811	4	13	0	2	32
chr19	13056654	13064448	5886	3	12	0	1	37
chr19	13064972	13068050	90480	2	11	0	0	31
chr19	13080432	13085567	199699	2	7	1	0	44
chr19	13106584	13209610	4784	10	23	4	0	108
chr19	13209848	13213681	4066	1	9	0	2	17
chr19	13215716	13227563	55621	3	14	0	3	38
chr19	13229109	13251955	112939	7	16	1	6	52
chr19	13254903	13261052	8677	6	12	1	4	40
chr19	13261282	13265716	9592	4	12	2	3	43
chr19	13317256	13617274	773	83	115	56	14	1025
chr19	13858720	13874106	81576	6	12	5	5	104
chr19	13875337	13885096	84245	9	17	7	8	127
chr19	13885257	13889582	28974	7	12	5	6	107
chr19	13906274	13943044	65249	4	13	2	8	104
chr19	13987950	13991571	342977	2	12	1	6	44
chr19	13993168	14016909	79173	4	16	1	7	87
chr19	14016956	14041693	54862	7	15	3	10	86
chr19	14043167	14049289	79883	4	10	2	7	47
chr19	14063304	14072254	90379	2	10	0	3	39
chr19	14072353	14117097	5989	5	20	4	5	73
chr19	14137501	14142367	117579	3	11	1	6	71
chr19	14142262	14164026	9466	4	16	0	12	95
chr19	14164179	14169971	342979	1	6	0	5	50
chr19	14192646	14196181	646457	1	5	0	3	25
chr19	14202509	14228559	5566	2	14	1	6	49
chr19	14230321	14247768	55723	4	12	1	4	38
